language,lemma,pos,ipa,frequency_rank,level,extra
en,types,,,125,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,quite,,,126,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,usually,,,127,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,legal,,,128,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,would,,,129,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,though,,,130,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,specific,,,131,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,states,,,132,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,system,,,133,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,th,,,134,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,events,,,135,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,create,,,136,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,ll,,,137,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,thing,,,138,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,crime,,,139,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,written,,,140,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,sound,,,141,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,social,,,142,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,recognize,,,143,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,others,,,144,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,technology,,,145,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,want,,,146,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,home,,,147,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,because,,,148,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,longer,,,149,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,give,,,150,A1,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,item,,,151,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,referring,,,152,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,looking,,,153,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,baking,,,154,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,stands,,,155,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,quick,,,156,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,feedback,,,157,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,similar,,,158,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,associated,,,159,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,describes,,,160,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,talking,,,161,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,winter,,,162,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,certain,,,163,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,verb,,,164,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,concept,,,165,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,zone,,,166,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,seconds,,,167,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,naturally,,,168,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,speaking,,,169,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,process,,,170,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,basic,,,171,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,should,,,172,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,reading,,,173,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,easy,,,174,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,could,,,175,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,confusion,,,176,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,below,,,177,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,large,,,178,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,hand,,,179,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,measuring,,,180,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,milliliters,,,181,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,known,,,182,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,unit,,,183,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,pm,,,184,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,adding,,,185,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,times,,,186,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,still,,,187,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,add,,,188,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,celebrate,,,189,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,quality,,,190,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,find,,,191,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,context,,,192,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,across,,,193,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,real,,,194,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,set,,,195,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,within,,,196,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,know,,,197,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,own,,,198,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,able,,,199,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,once,,,200,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,long,,,201,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,talk,,,202,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,fluid,,,203,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,gallon,,,204,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,point,,,205,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,keep,,,206,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,short,,,207,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,happy,,,208,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,don,,,209,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,high,,,210,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,case,,,211,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,less,,,212,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,santa,,,213,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,friends,,,214,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,football,,,215,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,law,,,216,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,eastern,,,217,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,protection,,,218,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,born,,,219,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,clear,,,220,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,useful,,,221,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,building,,,222,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,improve,,,223,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,online,,,224,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,strong,,,225,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,order,,,226,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,shorter,,,227,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,difficult,,,228,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,never,,,229,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,sentences,,,230,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,critical,,,231,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,object,,,232,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,implies,,,233,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,encounter,,,234,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,accurate,,,235,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,ounces,,,236,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,uk,,,237,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,beer,,,238,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,volume,,,239,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,schooner,,,240,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,measure,,,241,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,quarts,,,242,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,convert,,,243,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,due,,,244,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,beginning,,,245,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,departure,,,246,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,representation,,,247,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,come,,,248,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
en,past,,,249,A2,"{""source"": ""7esl_live_crawl"", ""source_url"": ""https://7esl.com/vocabulary/"", ""source_license"": ""verify_terms_before_production"", ""dataset"": ""live crawl token frequency"", ""crawled_at"": 1776530734}"
